828,Artes,2do,Ejercicio #9 El gato,"Se invita a la clase de ZOOM para la elaboración del ejercicio. 
Fecha: viernes 19 DE JUNIO de 2020
Horario: 10:00 a 10:40 am
Unirse a la reunión Zoom: https://us04web.zoom.us/j/9917161591?pwd=NEZwVHFUQStRNkNGTG1memlNYzhjZz09ID de reunión: 991 716 1591
Contraseña: 6N9CB2
Materiales
- cuaderno de marquilla u hoja blanca.
- crayola o color negro
- papel periódico
-Pintura digital de los colores que tengan en casa. (pueden ser acuarelas).
-1 esponja
-tijeras
-pegamento.
Observaciones: 
POR CUESTIÓN DE TIEMPO ESTA CLASE SE MANEJARÁ POR MÓDULOS. PRIMERO Y SEGUNDO AÑO DE PRIMARIA SE MANEJARÁ EN EL MISMO HORARIO. Gracias","",2020-06-14 22:09:15.577730,""
830,Artes,4to,Ejercicio # 9 Paisaje nocturno (Pintura),"Se invita a la clase de ZOOM para la elaboración del ejercicio. El día viernes 19 de junio de 2020 en un horario de 11:00 a 11:40.
Unirse a la reunión Zoom: https://us04web.zoom.us/j/9917161591?pwd=NEZwVHFUQStRNkNGTG1memlNYzhjZz09ID de reunión: 991 716 1591
Contraseña: 6N9CB2
MATERIALES
-Cuaderno de marquilla u hoja blanca
-Tijeras
-Pintura digital negra, morada y blanca. (o de los colores que tengan en casa)
-Esponja
-Papel periódico
-Pegamento
-Pincel 
-Franela o trapito viejo
-bata 
-cepillo de dientes viejito.
-Un cuadrito de hoja blanca de 5 x 5 
-Una ramita con muchas ramitas de aproximadamente 20cm de largo
Observaciones: POR CUESTIÓN DE TIEMPO ESTA CLASE SE MANEJARÁ POR MÓDULOS. LA CLASE DE TERCERO Y CUARTO AÑO DE PRIMARIA SE LLEVARÁ ACABO  EN EL MISMO HORARIO. 
Por su comprensión Gracias ","",2020-06-14 22:42:49.368708,""
834,Grado,5to,Actividades   Escolares del  15 al  18 de junio,"",https://drive.google.com/file/d/1q5YwV1-_mxI34T_NCW5qPikYH8mjOBbt/view?usp=sharing,2020-06-15 09:39:53.794851,https://drive.google.com/file/d/1q5YwV1-_mxI34T_NCW5qPikYH8mjOBbt/view?usp=sharing
872,Grado,5to,AVISO,"POR  MEDIO  DEL PRESENTE SE  INFORMA  QUE EL JUEVES 18 DE JUNIO  SE REALIZARA UNA   JUNTA INFORMATIVA VIRTUAL  CON   PADRES  DE  FAMILIA, DOCENTES Y DIRECTIVOS DEL COLEGIO. LA  LIGA PARA ENTRAR  ES LA SIGUIENTE:
 https://us04web.zoom.us/j/76781309389?pwd=dnUzR2JUdUd5emNCYmVwZXliUGN0dz09 

ID de reunión: 767 8130 9389
Contraseña: 8abZvd","",2020-06-16 12:36:19.932741,""
767,Artes,6to,Ejercicio  # 7 Clase por ZOOM ,"Buenas tardes papitos.
adjunto archivo de como realizar el ejercicio que se hizo la clase pasada para los que no pudieron asistir.
por otra parte les menciono que vamos a seguir trabajando con la cajita pues se va a terminar de decorar.
Quedo a sus órdenes.","",2020-06-08 20:25:11.570253,""
768,Artes,6to,Ejercicio  # 7 Clase por ZOOM ,"Buenas tardes papitos.
adjunto archivo de como realizar el ejercicio que se hizo la clase pasada para los que no pudieron asistir.
por otra parte les menciono que vamos a seguir trabajando con la cajita pues se va a terminar de decorar.
Quedo a sus órdenes.","",2020-06-08 20:25:41.748359,""
769,Artes,6to,Ejercicio  # 7 Clase por ZOOM ,"Buenas tardes papitos.
adjunto archivo de como realizar el ejercicio que se hizo la clase pasada para los que no pudieron asistir.
por otra parte les menciono que vamos a seguir trabajando con la cajita pues se va a terminar de decorar.
Quedo a sus órdenes.","",2020-06-08 20:26:04.329056,""
800,Musica,3ro,Clase 8,Tema: con mi martillo (melodía),https://www.youtube.com/watch?v=3wGKG9pfpsI,2020-06-10 19:26:15.116624,https://www.youtube.com/watch?v=3wGKG9pfpsI
805,Grado,K2,11 de junio,"observar los vídeos y realizar sus tarjetas de las silabas va ve vi vo vu, y después escribe las silabas que faltan para completar las palabras, estudiar el reloj ",https://www.youtube.com/watch?v=ztCZTuWu6-c11,2020-06-10 21:35:47.578624,https://www.youtube.com/watch?v=YIp_ChUMiIU
807,Ingles,4to,June11th," En el cuaderno, ilustrar y repetir 3 veces 
Thursday, June 11th, 2020
Vacation Activities
canoeing 
light a fire
cook on a campfire
catch a fish
hold a tarantula
Climb a mountain
skydiving
bungee jumping
sleep in a tent
fly in a plane
swim underwater ","",2020-06-11 00:27:17.297667,""
810,Grado,K1,apoyo pedagógico KI 11 de junio,Apoyo pedagógico de las actividades del día,https://youtu.be/QNTjNVwh5R0,2020-06-11 07:38:21.886946,https://youtu.be/QNTjNVwh5R0
813,Ingles,K1,"Thursday June 11th, 2020 k1","Día, Noche, animales marinos, transporte, vídeo de los verbos.",https://www.youtube.com/watch?v=nuNmXLthtrY,2020-06-11 10:51:33.341139,https://www.youtube.com/watch?v=nuNmXLthtrY
817,Musica,K3,Clase 5,Tema: caballito de cartón,https://www.youtube.com/watch?v=8rc4upVLQOw,2020-06-11 16:32:40.486862,https://www.youtube.com/watch?v=8rc4upVLQOw
774,Artes,6to,EJERCICIO # 8 CONTINUACIÓN CAJITA DE BUENAS NOCHES Realizando mi YO,"Fecha: Viernes 12 de junio de 2020
Horario: 13:00 a 14:00 por ZOOM
Unirse a la reunión Zoom
https://us04web.zoom.us/j/9917161591?pwd=NEZwVHFUQStRNkNGTG1memlNYzhjZz09
ID de reunión: 991 716 1591
Contraseña: 6N9CB2
MATERIALES:
•	1 caja de plastilina de colores.
•	Plumón negro 
•	Hojas de árbol (pequeñas)
•	Pintura digital del color de su preferencia
•	Palillos de madera (4)
•	Pegamento líquido. 
•	Hojas de colores (pedazos)
No se les olvide que vamos a continuar trabajando en nuestra cajita 
ES IMPORTANTE QUE ASISTAN YA QUE LA ASISTENCIA CONTARA CON UN PORCENTAJE PARA LA CALIFICACIÓN FINAL.
Por otra parte les menciono que vamos a seguir trabajando con sus compañeros  de quinto año, también les pido por favor que activen sus cámaras para que yo pueda verlos y así pasar asistencia
Quedo a sus órdenes","",2020-06-08 20:37:26.320471,""
757,Artes,K3,Ejercicio # 8 Mosaico + dactilopintura (pecera),Buen día envio el link en donde viene cómo realizar el ejercicio de la semana. Al finalizar cada trabajo le pondrán nombre y fecha y lo guardaran en su carpeta. A si mismo le tomaran una foto y me la enviarán por este medio.Es importante que guarden sus trabajos ya que al final se les pedirá su diario creativo y contará como el 60% de su calificación final.Quedo a sus órdenes,https://www.youtube.com/watch?v=Ct5pxwSp3u0,2020-06-08 18:34:44.871637,https://www.youtube.com/watch?v=Ct5pxwSp3u0
775,Artes,5to, ejercicio 7 Cajita de buenas noches,"Buenas tardes papitos.
adjunto archivo de como realizar el ejercicio que se hizo la clase pasada para los que no pudieron asistir.
por otra parte les menciono que vamos a seguir trabajando con la cajita pues se va a terminar de decorar.
Quedo a sus órdenes","",2020-06-08 20:47:19.591694,""
776,Artes,5to,EJERCICIO # 8 CONTINUACIÓN CAJITA DE BUENAS NOCHES Realizando mi YO (modelado),"Fecha: Viernes 12 de junio de 2020
Horario: 13:00 a 14:00 por ZOOM
Unirse a la reunión Zoom
https://us04web.zoom.us/j/9917161591?pwd=NEZwVHFUQStRNkNGTG1memlNYzhjZz09
ID de reunión: 991 716 1591
Contraseña: 6N9CB2
MATERIALES:
• 1 caja de plastilina de colores.
• Plumón negro
• Hojas de árbol (pequeñas)
• Pintura digital del color de su preferencia
• Palillos de madera (4)
• Pegamento líquido.
• Hojas de colores (pedazos)
No se les olvide que vamos a seguir trabajando en nuestra cajita
ES IMPORTANTE QUE ASISTAN YA QUE LA ASISTENCIA CONTARA CON UN PORCENTAJE PARA LA CALIFICACIÓN FINAL.
chicos vamos a compartir clases con sus compañeros de sexto. 
Quedo a sus órdenes
","",2020-06-08 20:49:31.585631,""
777,Ingles,2do,Video clase 5 ," 10 jun 2020 12:00 PM
ID de reunión: 733 3402 6188
Contraseña: 4VJQdd
Aquí mismo les dejo la grabación",https://us04web.zoom.us/j/73334026188?pwd=ekJxSWtLUXloS1I1TzVKOVVPeVo0UT09,2020-06-08 21:49:26.215209,""
779,Ingles,4to,Video clase 5 ,"10 jun 2020 01:00 PM
ID de reunión: 731 0831 1358
Contraseña: 4nMH0D
Aquí mismo les dejo la grabación",https://us04web.zoom.us/j/73108311358?pwd=UlJzb0p0OGNjUTIvUVJ1TGI5ZGJ6dz09,2020-06-08 21:54:08.394256,""
781,Grado,K3,ACTIVIDADES SEMANA DEL 8 AL 12 DE JUNIO,"",https://drive.google.com/file/d/1r3pmWqUBdUox6l8SFNxG_uDOPunzxBln/view?usp=sharing,2020-06-08 22:44:38.846267,https://drive.google.com/file/d/10vqprgabR3rL4xfSfOOQmAGz877qC7NI/view?usp=sharing
782,Ingles,4to,June09,"En el cuaderno copiar toda la información del video.
Tomar foto de la activiad y subirla a classroom por favor",https://youtu.be/RxkNf1lEU7M,2020-06-09 01:30:18.941044,""
783,Grado,4to,"","","",2020-06-09 01:30:20.356609,""
784,Ingles,3ro,June09,"En el cuaderno copiar toda la información del video.
Tomar foto de la activiad y subirla a classroom por favor",https://youtu.be/q5mi2DBEWNY,2020-06-09 01:49:32.128193,""
785,Grado,5to,Lec- Don Quijote  de la Mancha,Narra   al   personaje   y sus aventuras ,https://www.youtube.com/watch?v=wM9gRsRdH7A&t=173s,2020-06-09 08:38:20.359394,""
786,Grado,4to,9 de junio de 2020,Causas y consecuencias de la guerra de independencia,La independencia,2020-06-09 13:12:33.621172,La independencia
787,Ingles,K3,"Tuesday June 9th, 2020","Clima, Prendas de vestir, Pronombre personal en singular (It is), Pronombre Personal en plural (They are).",https://www.youtube.com/watch?v=nQCXf30AKoI,2020-06-09 14:00:44.369587,https://www.youtube.com/watch?v=nQCXf30AKoI
788,Ingles,K1,"Tuesday June 9th, 2020","",https://www.youtube.com/watch?v=ds8YiVG4BfI,2020-06-09 18:27:07.489575,https://www.youtube.com/watch?v=ds8YiVG4BfI
789,Grado,2do,Miércoles 10 de junio clase en zoom a las 11 am,"El día de mañana tendremos clase en zoom a las 11 am con la misma contraseña,  tener a la mano su libro de Español Santillana y libreta de Matemáticas ","",2020-06-09 21:26:59.781953,""
780,Ingles,6to,Video Clase 5,9 jun 2020 12:00 PMID de reunión: 761 0999 7259Contraseña: 0Ya1uCAquí les dejo la grabación ,https://us04web.zoom.us/j/76109997259?pwd=K2pOYXhwTDJDNWdJWDduMHZIbXZoUT09,2020-06-08 22:02:43.890259,https://youtu.be/K83WdeoFUiI
790,Grado,K1,vídeo clase KI 10 de junio,Números ordinales,https://youtu.be/LD59qfcUE1A,2020-06-10 07:39:17.589471,https://youtu.be/LD59qfcUE1A
791,Grado,K1,vídeo clase KI 10 de junio 2,Ejercicios para ejemplificar la aplicación de la letra Y como conector,https://youtu.be/jM6kX_GwrtY,2020-06-10 07:41:22.586356,https://youtu.be/jM6kX_GwrtY
792,Grado,K1,apoyo pedagógico KI 10 de junio,Apoyo pedagógico de las actividades de hoy 10 de junio,https://youtu.be/DSmptzHgL3Q,2020-06-10 07:43:33.715052,https://youtu.be/DSmptzHgL3Q
793,Grado,K2,10 de Junio,temas partes de una flor y el reloj,https://www.youtube.com/watch?v=7Y2XUzZ2PIg,2020-06-10 08:53:48.065894,https://www.youtube.com/watch?v=7Y2XUzZ2PIg
794,Grado,5to,Cocientes  decimales,Describe   como  realizar  una división  con  punto  decimal,https://youtu.be/u3cPQkk2kZk,2020-06-10 09:10:13.960061,https://youtu.be/u3cPQkk2kZk
795,Grado,5to,Clase  virtual 4 ,"Recordatorio  de clase   virtual hoy  11 de junio a las   doce horas vía   Zoom
",https://us04web.zoom.us/j/76781309389?pwd=dnUzR2JUdUd5emNCYmVwZXliUGN0dz09,2020-06-10 11:15:20.710980,https://us04web.zoom.us/j/76781309389?pwd=dnUzR2JUdUd5emNCYmVwZXliUGN0dz09
796,Grado,4to,10 de junio de 2020,Uso de la gráfica de barras,Gráfica de barras,2020-06-10 13:56:47.870787,Gráfica de barras
797,Grado,6to,Edad media ,"",https://drive.google.com/file/d/1fJ-Tp1SKNN379amhE40EtVdUplFBQIrK/view?usp=drivesdk,2020-06-10 18:13:18.111939,""
798,Musica,1ro,Clase 8,Tema: las bellas artes,https://www.youtube.com/watch?v=7qYxv5O7tuk,2020-06-10 19:20:12.017380,https://www.youtube.com/watch?v=7qYxv5O7tuk
799,Musica,2do,Clase 8,Tema: el pulso,https://www.youtube.com/watch?v=xdYhNwLo728,2020-06-10 19:22:54.471194,https://www.youtube.com/watch?v=xdYhNwLo728
804,Musica,6to,Clase 8 (2),Tema: vídeo de ejemplo,"",2020-06-10 19:46:44.094415,""
809,Grado,K1,vídeo clase KI 11 de junio,Ejemplos de la plicación de la letra Y y los números ordinales,https://youtu.be/z6nPuk6KriU,2020-06-11 07:34:36.784626,https://youtu.be/z6nPuk6KriU
